experiment_type,dataset,plot_type,horizon,seed,mode,layer_idx,depth_bin,grad_align_value
W1,ETTm1,grad_align_bar,336,3,per_layer,0,S,0.008214
W1,ETTm1,grad_align_bar,336,3,per_layer,1,S,0.006617
W1,ETTm1,grad_align_bar,336,3,per_layer,2,M,-0.00088
W1,ETTm1,grad_align_bar,336,3,per_layer,3,M,-0.003576
W1,ETTm1,grad_align_bar,336,3,per_layer,4,D,-0.002906
W1,ETTm1,grad_align_bar,336,3,per_layer,5,D,0.001822
W1,ETTm1,grad_align_bar,336,3,per_layer,6,D,-0.006103
W1,ETTm1,grad_align_bar,336,3,last_layer,0,S,0.008669
W1,ETTm1,grad_align_bar,336,3,last_layer,1,S,-0.01349
W1,ETTm1,grad_align_bar,336,3,last_layer,2,M,-0.008755
W1,ETTm1,grad_align_bar,336,3,last_layer,3,M,-0.006709
W1,ETTm1,grad_align_bar,336,3,last_layer,4,D,-0.032607
W1,ETTm1,grad_align_bar,336,3,last_layer,5,D,-0.036922
W1,ETTm1,grad_align_bar,336,3,last_layer,6,D,-0.033579
W1,ETTm1,grad_align_bar,336,5,per_layer,0,S,-0.006327
W1,ETTm1,grad_align_bar,336,5,per_layer,1,S,-0.020096
W1,ETTm1,grad_align_bar,336,5,per_layer,2,M,-0.017903
W1,ETTm1,grad_align_bar,336,5,per_layer,3,M,-0.015035
W1,ETTm1,grad_align_bar,336,5,per_layer,4,D,0.005249
W1,ETTm1,grad_align_bar,336,5,per_layer,5,D,-0.000946
W1,ETTm1,grad_align_bar,336,5,per_layer,6,D,0.004126
W1,ETTm1,grad_align_bar,336,5,last_layer,0,S,-0.004717
W1,ETTm1,grad_align_bar,336,5,last_layer,1,S,0.013956
W1,ETTm1,grad_align_bar,336,5,last_layer,2,M,0.007608
W1,ETTm1,grad_align_bar,336,5,last_layer,3,M,0.005803
W1,ETTm1,grad_align_bar,336,5,last_layer,4,D,-0.011345
W1,ETTm1,grad_align_bar,336,5,last_layer,5,D,0.012388
W1,ETTm1,grad_align_bar,336,5,last_layer,6,D,-0.028054
W1,ETTm1,grad_align_bar,336,7,per_layer,0,S,-0.000703
W1,ETTm1,grad_align_bar,336,7,per_layer,1,S,0.007144
W1,ETTm1,grad_align_bar,336,7,per_layer,2,M,-0.003724
W1,ETTm1,grad_align_bar,336,7,per_layer,3,M,0.018594
W1,ETTm1,grad_align_bar,336,7,per_layer,4,D,0.013341
W1,ETTm1,grad_align_bar,336,7,per_layer,5,D,-0.004693
W1,ETTm1,grad_align_bar,336,7,per_layer,6,D,0.022659
W1,ETTm1,grad_align_bar,336,7,last_layer,0,S,0.002
W1,ETTm1,grad_align_bar,336,7,last_layer,1,S,0.00506
W1,ETTm1,grad_align_bar,336,7,last_layer,2,M,-0.009575
W1,ETTm1,grad_align_bar,336,7,last_layer,3,M,0.01562
W1,ETTm1,grad_align_bar,336,7,last_layer,4,D,0.025042
W1,ETTm1,grad_align_bar,336,7,last_layer,5,D,-0.023223
W1,ETTm1,grad_align_bar,336,7,last_layer,6,D,0.005359
W1,ETTm1,grad_align_bar,336,11,per_layer,0,S,0.012983
W1,ETTm1,grad_align_bar,336,11,per_layer,1,S,0.003288
W1,ETTm1,grad_align_bar,336,11,per_layer,2,M,0.001649
W1,ETTm1,grad_align_bar,336,11,per_layer,3,M,-0.000253
W1,ETTm1,grad_align_bar,336,11,per_layer,4,D,0.00416
W1,ETTm1,grad_align_bar,336,11,per_layer,5,D,0.01009
W1,ETTm1,grad_align_bar,336,11,per_layer,6,D,-0.007509
W1,ETTm1,grad_align_bar,336,11,last_layer,0,S,-0.003699
W1,ETTm1,grad_align_bar,336,11,last_layer,1,S,0.024068
W1,ETTm1,grad_align_bar,336,11,last_layer,2,M,-0.025537
W1,ETTm1,grad_align_bar,336,11,last_layer,3,M,-0.000872
W1,ETTm1,grad_align_bar,336,11,last_layer,4,D,-0.015974
W1,ETTm1,grad_align_bar,336,11,last_layer,5,D,-0.030978
W1,ETTm1,grad_align_bar,336,11,last_layer,6,D,-0.002896
W1,ETTm1,grad_align_bar,336,13,per_layer,0,S,0.006969
W1,ETTm1,grad_align_bar,336,13,per_layer,1,S,-0.004179
W1,ETTm1,grad_align_bar,336,13,per_layer,2,M,-0.006271
W1,ETTm1,grad_align_bar,336,13,per_layer,3,M,-0.002778
W1,ETTm1,grad_align_bar,336,13,per_layer,4,D,0.012715
W1,ETTm1,grad_align_bar,336,13,per_layer,5,D,0.012166
W1,ETTm1,grad_align_bar,336,13,per_layer,6,D,-0.001134
W1,ETTm1,grad_align_bar,336,13,last_layer,0,S,0.001919
W1,ETTm1,grad_align_bar,336,13,last_layer,1,S,0.00195
W1,ETTm1,grad_align_bar,336,13,last_layer,2,M,0.009532
W1,ETTm1,grad_align_bar,336,13,last_layer,3,M,0.012032
